uuid,sku,variety,title,price,in_stock,link,category,tags,image_url,image_path,split,cleaned_strings,length_cm,length_inches,gender,breeder,tags_list
87e22e,9689837273400,"A: 14"" (36cm) Female Showa [Isa]","A: 14"" (36cm) Female Showa [Isa] — 2025WINTER-012",450.0,False,https://www.champkoi.com/products/2025winter-012,Group_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-012_600x_89d42e80-4415-4004-a91d-310bbd9db6ea.jpg?v=1736538283,champkoi_data/87e22e_A_14_(36cm)_Female_Showa_[Isa]_—_2025WINTER-012.jpg,"['A:', '14""', '(36cm)', 'Female', 'Showa', '[Isa]', '—', '2025WINTER-012']","['14""', '(36cm)', 'Female', 'Showa', '[Isa]', '2025WINTER-012']",36cm,"14""",Female,Isa,['Showa']
188b5a,9689846350136,"A: 14"" (36cm) Male Showa [Isa]","A: 14"" (36cm) Male Showa [Isa] — 2025WINTER-014",450.0,True,https://www.champkoi.com/products/2025winter-014,Group_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-014_600x_0057d35a-d656-433c-b110-c40df79132e1.jpg?v=1736538433,champkoi_data/188b5a_A_14_(36cm)_Male_Showa_[Isa]_—_2025WINTER-014.jpg,"['A:', '14""', '(36cm)', 'Male', 'Showa', '[Isa]', '—', '2025WINTER-014']","['14""', '(36cm)', 'Male', 'Showa', '[Isa]', '2025WINTER-014']",36cm,"14""",Male,Isa,['Showa']
911317,9689850118456,"A: 13"" (33cm) Male Showa [Isa]","A: 13"" (33cm) Male Showa [Isa] — 2025WINTER-015",450.0,True,https://www.champkoi.com/products/2025winter-015,Group_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-015_600x_39812567-4548-4e5b-b032-c9284dffc353.jpg?v=1736538497,champkoi_data/911317_A_13_(33cm)_Male_Showa_[Isa]_—_2025WINTER-015.jpg,"['A:', '13""', '(33cm)', 'Male', 'Showa', '[Isa]', '—', '2025WINTER-015']","['13""', '(33cm)', 'Male', 'Showa', '[Isa]', '2025WINTER-015']",33cm,"13""",Male,Isa,['Showa']
dd27e7,9689853329720,"A: 14"" (36cm) Female Showa [Isa]","A: 14"" (36cm) Female Showa [Isa] — 2025WINTER-016",450.0,False,https://www.champkoi.com/products/2025winter-016,Group_Koi,['Showa'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-016_600x_d970732b-bce2-421d-bce7-73e36e7acfe3.jpg?v=1736538556,champkoi_data/dd27e7_A_14_(36cm)_Female_Showa_[Isa]_—_2025WINTER-016.jpg,"['A:', '14""', '(36cm)', 'Female', 'Showa', '[Isa]', '—', '2025WINTER-016']","['14""', '(36cm)', 'Female', 'Showa', '[Isa]', '2025WINTER-016']",36cm,"14""",Female,Isa,['Showa']
de2cb4,9689970475320,"A: 14"" (36cm) Male Kohaku [Marusaka]","A: 14"" (36cm) Male Kohaku [Marusaka] — 2025WINTER-017",450.0,False,https://www.champkoi.com/products/2025winter-017,Group_Koi,"['Kohaku', 'Shiro Utsuri', 'Shusui']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-017_600x_78d134b8-40a6-4213-9d00-e1eb7d15ab9b.jpg?v=1736540653,champkoi_data/de2cb4_A_14_(36cm)_Male_Kohaku_[Marusaka]_—_2025WINTER-017.jpg,"['A:', '14""', '(36cm)', 'Male', 'Kohaku', '[Marusaka]', '—', '2025WINTER-017']","['14""', '(36cm)', 'Male', 'Kohaku', '[Marusaka]', '2025WINTER-017']",36cm,"14""",Male,Marusaka,"['Kohaku', 'Shiro Utsuri', 'Shusui']"
14bfe4,9689977225528,"A: 13"" (33cm) Male Beni Kikokuryu [Marusaka]","A: 13"" (33cm) Male Beni Kikokuryu [Marusaka] — 2025WINTER-018",450.0,False,https://www.champkoi.com/products/2025winter-018,Group_Koi,"['Beni Kikokuryu', 'Ginrin Hariwake', 'Yamabuki']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-018_600x_2b99a09c-666e-4ab8-9fb1-afd16eab43dd.jpg?v=1736540779,champkoi_data/14bfe4_A_13_(33cm)_Male_Beni_Kikokuryu_[Marusaka]_—_2025WINTER-018.jpg,"['A:', '13""', '(33cm)', 'Male', 'Beni', 'Kikokuryu', '[Marusaka]', '—', '2025WINTER-018']","['13""', '(33cm)', 'Male', 'Beni', 'Kikokuryu', '[Marusaka]', '2025WINTER-018']",33cm,"13""",Male,Marusaka,"['Beni Kikokuryu', 'Ginrin Hariwake', 'Yamabuki']"
a693e1,9689983418680,"A: 13"" (33cm) Female Golden Corn [Taniguchi]","A: 13"" (33cm) Female Golden Corn [Taniguchi] — 2025WINTER-019",450.0,False,https://www.champkoi.com/products/2025winter-019,Group_Koi,"['Beni Kikokuryu', 'Doitsu Showa', 'Golden Corn']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-019_600x_364ea50c-e7d6-48e4-85cc-f0b20b2bd343.jpg?v=1736540894,champkoi_data/a693e1_A_13_(33cm)_Female_Golden_Corn_[Taniguchi]_—_2025WINTER-019.jpg,"['A:', '13""', '(33cm)', 'Female', 'Golden', 'Corn', '[Taniguchi]', '—', '2025WINTER-019']","['13""', '(33cm)', 'Female', 'Golden', 'Corn', '[Taniguchi]', '2025WINTER-019']",33cm,"13""",Female,Taniguchi,"['Beni Kikokuryu', 'Doitsu Showa', 'Golden Corn']"
a7584e,9690037780792,"A: 14"" (36cm) Male Doitsu Showa [Marusaka]","A: 14"" (36cm) Male Doitsu Showa [Marusaka] — 2025WINTER-021",450.0,False,https://www.champkoi.com/products/2025winter-021,Group_Koi,"['Doitsu Hariwake', 'Doitsu Showa', 'Ginrin Hariwake']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-021_600x_c9d32397-6380-4192-a844-4a2f2ff13363.jpg?v=1736541961,champkoi_data/a7584e_A_14_(36cm)_Male_Doitsu_Showa_[Marusaka]_—_2025WINTER-021.jpg,"['A:', '14""', '(36cm)', 'Male', 'Doitsu', 'Showa', '[Marusaka]', '—', '2025WINTER-021']","['14""', '(36cm)', 'Male', 'Doitsu', 'Showa', '[Marusaka]', '2025WINTER-021']",36cm,"14""",Male,Marusaka,"['Doitsu Hariwake', 'Doitsu Showa', 'Ginrin Hariwake']"
9e58fa,9690063438136,"A: 15"" (38cm) Female Hi Utsuri [Maruhiro]","A: 15"" (38cm) Female Hi Utsuri [Maruhiro] — 2025WINTER-022",450.0,True,https://www.champkoi.com/products/2025winter-022,Group_Koi,"['Ginrin Chagoi', 'Hi Utsuri', 'Kikokuryu', 'Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-022_600x_d8363ab6-7a23-46ec-9dc5-a1b13bbf6987.jpg?v=1736542473,champkoi_data/9e58fa_A_15_(38cm)_Female_Hi_Utsuri_[Maruhiro]_—_2025WINTER-022.jpg,"['A:', '15""', '(38cm)', 'Female', 'Hi', 'Utsuri', '[Maruhiro]', '—', '2025WINTER-022']","['15""', '(38cm)', 'Female', 'Hi', 'Utsuri', '[Maruhiro]', '2025WINTER-022']",38cm,"15""",Female,Maruhiro,"['Ginrin Chagoi', 'Hi Utsuri', 'Kikokuryu', 'Showa']"
228287,9690077430072,"A: 14-15"" (36-38cm) Karasugoi [Marusho]","A: 14-15"" (36-38cm) Karasugoi [Marusho] — 2025WINTER-024",450.0,False,https://www.champkoi.com/products/2025winter-024,Group_Koi,['Karasugoi'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-024_600x_c6816d15-5462-422c-8b04-7335e5a58f45.jpg?v=1736542748,champkoi_data/228287_A_14-15_(36-38cm)_Karasugoi_[Marusho]_—_2025WINTER-024.jpg,"['A:', '14-15""', '(36-38cm)', 'Karasugoi', '[Marusho]', '—', '2025WINTER-024']","['14-15""', '(36-38cm)', 'Karasugoi', '[Marusho]', '2025WINTER-024']",36-38cm,"14-15""",,Marusho,['Karasugoi']
338341,9689732579640,"A: 14"" (36cm) Female Kin Showa [Takatatsu]","A: 14"" (36cm) Female Kin Showa [Takatatsu] — 2025WINTER-001",600.0,True,https://www.champkoi.com/products/2025winter-001,Group_Koi,"['Aragoke', 'Kin Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-001_600x_066cdfb6-4757-44f3-8c08-9d57945cf3b8.jpg?v=1736536515,champkoi_data/338341_A_14_(36cm)_Female_Kin_Showa_[Takatatsu]_—_2025WINTER-001.jpg,"['A:', '14""', '(36cm)', 'Female', 'Kin', 'Showa', '[Takatatsu]', '—', '2025WINTER-001']","['14""', '(36cm)', 'Female', 'Kin', 'Showa', '[Takatatsu]', '2025WINTER-001']",36cm,"14""",Female,Takatatsu,"['Aragoke', 'Kin Showa']"
78df39,9689749619000,"A: 15"" (38cm) Male Aragoke [Takatatsu]","A: 15"" (38cm) Male Aragoke [Takatatsu] — 2025WINTER-002",600.0,False,https://www.champkoi.com/products/2025winter-002,Group_Koi,"['Aragoke', 'Doitsu Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-002_600x_9d58b463-e006-4e7b-b03e-f6a9961fddd4.jpg?v=1736536822,champkoi_data/78df39_A_15_(38cm)_Male_Aragoke_[Takatatsu]_—_2025WINTER-002.jpg,"['A:', '15""', '(38cm)', 'Male', 'Aragoke', '[Takatatsu]', '—', '2025WINTER-002']","['15""', '(38cm)', 'Male', 'Aragoke', '[Takatatsu]', '2025WINTER-002']",38cm,"15""",Male,Takatatsu,"['Aragoke', 'Doitsu Showa']"
e97307,9689767248184,"A: 17"" (43cm) Male Ginrin Matsukawabake [Kaneko]","A: 17"" (43cm) Male Ginrin Matsukawabake [Kaneko] — 2025WINTER-004",600.0,True,https://www.champkoi.com/products/2025winter-004,Group_Koi,"['Ginrin Matsukawabake', 'Kujaku', 'Tancho Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-004_600x_a547c1fb-ea45-4a28-9847-d0b1d049c710.jpg?v=1736537124,champkoi_data/e97307_A_17_(43cm)_Male_Ginrin_Matsukawabake_[Kaneko]_—_2025WINTER-004.jpg,"['A:', '17""', '(43cm)', 'Male', 'Ginrin', 'Matsukawabake', '[Kaneko]', '—', '2025WINTER-004']","['17""', '(43cm)', 'Male', 'Ginrin', 'Matsukawabake', '[Kaneko]', '2025WINTER-004']",43cm,"17""",Male,Kaneko,"['Ginrin Matsukawabake', 'Kujaku', 'Tancho Showa']"
3f1171,9689783796024,"A: 16"" (41cm) Male Ginrin Matsukawabake [Kaneko]","A: 16"" (41cm) Male Ginrin Matsukawabake [Kaneko] — 2025WINTER-005",600.0,True,https://www.champkoi.com/products/2025winter-005,Group_Koi,"['Doitsu Kujaku', 'Ginrin Matsukawabake', 'Kujaku']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-005_600x_3d316380-1188-4125-a4c4-da76b46eda23.jpg?v=1736537402,champkoi_data/3f1171_A_16_(41cm)_Male_Ginrin_Matsukawabake_[Kaneko]_—_2025WINTER-005.jpg,"['A:', '16""', '(41cm)', 'Male', 'Ginrin', 'Matsukawabake', '[Kaneko]', '—', '2025WINTER-005']","['16""', '(41cm)', 'Male', 'Ginrin', 'Matsukawabake', '[Kaneko]', '2025WINTER-005']",41cm,"16""",Male,Kaneko,"['Doitsu Kujaku', 'Ginrin Matsukawabake', 'Kujaku']"
a5a7a0,9689796247864,"A: 15"" (38cm) Female Kujaku [Kaneko]","A: 15"" (38cm) Female Kujaku [Kaneko] — 2025WINTER-006",600.0,True,https://www.champkoi.com/products/2025winter-006,Group_Koi,"['Chagoi', 'Doitsu Kujaku', 'Kujaku', 'Tancho Kujaku']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-006_600x_84484c8a-fc55-4a6c-957a-4e0795adaeec.jpg?v=1736537615,champkoi_data/a5a7a0_A_15_(38cm)_Female_Kujaku_[Kaneko]_—_2025WINTER-006.jpg,"['A:', '15""', '(38cm)', 'Female', 'Kujaku', '[Kaneko]', '—', '2025WINTER-006']","['15""', '(38cm)', 'Female', 'Kujaku', '[Kaneko]', '2025WINTER-006']",38cm,"15""",Female,Kaneko,"['Chagoi', 'Doitsu Kujaku', 'Kujaku', 'Tancho Kujaku']"
5cb423,9689802604856,"A: 16"" (41cm) Female Ayawakaba [Marusaka]","A: 16"" (41cm) Female Ayawakaba [Marusaka] — 2025WINTER-007",600.0,True,https://www.champkoi.com/products/2025winter-007,Group_Koi,['Ayawakaba'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-007_600x_f514f79a-4eef-478c-83e6-70e29eb85fbd.jpg?v=1736537718,champkoi_data/5cb423_A_16_(41cm)_Female_Ayawakaba_[Marusaka]_—_2025WINTER-007.jpg,"['A:', '16""', '(41cm)', 'Female', 'Ayawakaba', '[Marusaka]', '—', '2025WINTER-007']","['16""', '(41cm)', 'Female', 'Ayawakaba', '[Marusaka]', '2025WINTER-007']",41cm,"16""",Female,Marusaka,['Ayawakaba']
014276,9689808240952,"A: 15"" (38cm) Male Ayawakaba [Marusaka]","A: 15"" (38cm) Male Ayawakaba [Marusaka] — 2025WINTER-008",600.0,False,https://www.champkoi.com/products/2025winter-008,Group_Koi,['Ayawakaba'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-008_600x_59546803-cab3-4490-a587-28c47830af3c.jpg?v=1736537811,champkoi_data/014276_A_15_(38cm)_Male_Ayawakaba_[Marusaka]_—_2025WINTER-008.jpg,"['A:', '15""', '(38cm)', 'Male', 'Ayawakaba', '[Marusaka]', '—', '2025WINTER-008']","['15""', '(38cm)', 'Male', 'Ayawakaba', '[Marusaka]', '2025WINTER-008']",38cm,"15""",Male,Marusaka,['Ayawakaba']
20d639,9689827180856,"A: 16"" (41cm) Male Ginrin Tancho Goshike [Hiroi]","A: 16"" (41cm) Male Ginrin Tancho Goshike [Hiroi] — 2025WINTER-010",600.0,False,https://www.champkoi.com/products/2025winter-010,Group_Koi,"['Doitsu Kohaku', 'Ginrin Tancho Goshike', 'Platinum Ogon']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-010_600x_c69facdf-57c0-4cce-9e2b-34933eee3771.jpg?v=1736538114,champkoi_data/20d639_A_16_(41cm)_Male_Ginrin_Tancho_Goshike_[Hiroi]_—_2025WINTER-010.jpg,"['A:', '16""', '(41cm)', 'Male', 'Ginrin', 'Tancho', 'Goshike', '[Hiroi]', '—', '2025WINTER-010']","['16""', '(41cm)', 'Male', 'Ginrin', 'Tancho', 'Goshike', '[Hiroi]', '2025WINTER-010']",41cm,"16""",Male,Hiroi,"['Doitsu Kohaku', 'Ginrin Tancho Goshike', 'Platinum Ogon']"
672661,9689832980792,"A: 17"" (43cm) Female Doitsu Benigoi [Hosokai]","A: 17"" (43cm) Female Doitsu Benigoi [Hosokai] — 2025WINTER-011",600.0,False,https://www.champkoi.com/products/2025winter-011,Group_Koi,"['Doitsu Benigoi', 'Kujaku']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-011_600x_2a32352e-12d7-4765-b761-2af36814ee40.jpg?v=1736538213,champkoi_data/672661_A_17_(43cm)_Female_Doitsu_Benigoi_[Hosokai]_—_2025WINTER-011.jpg,"['A:', '17""', '(43cm)', 'Female', 'Doitsu', 'Benigoi', '[Hosokai]', '—', '2025WINTER-011']","['17""', '(43cm)', 'Female', 'Doitsu', 'Benigoi', '[Hosokai]', '2025WINTER-011']",43cm,"17""",Female,Hosokai,"['Doitsu Benigoi', 'Kujaku']"
e64029,9690110591288,"A: 16"" (41cm) Female Doitsu Showa [Maruhiro]","A: 16"" (41cm) Female Doitsu Showa [Maruhiro] — 2025WINTER-030",600.0,True,https://www.champkoi.com/products/2025winter-030,Group_Koi,"['Doitsu Karashi', 'Doitsu Showa', 'Ginrin Hi Utsuri', 'Shusui']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-030_600x_e047b757-f82f-428e-9e0c-43c4bbc24812.jpg?v=1736543406,champkoi_data/e64029_A_16_(41cm)_Female_Doitsu_Showa_[Maruhiro]_—_2025WINTER-030.jpg,"['A:', '16""', '(41cm)', 'Female', 'Doitsu', 'Showa', '[Maruhiro]', '—', '2025WINTER-030']","['16""', '(41cm)', 'Female', 'Doitsu', 'Showa', '[Maruhiro]', '2025WINTER-030']",41cm,"16""",Female,Maruhiro,"['Doitsu Karashi', 'Doitsu Showa', 'Ginrin Hi Utsuri', 'Shusui']"
b37f3f,9690114097464,"A: 16"" (41cm) Female Shusui [Maruhiro]","A: 16"" (41cm) Female Shusui [Maruhiro] — 2025WINTER-031",600.0,True,https://www.champkoi.com/products/2025winter-031,Group_Koi,"['Doisu Shiro Utsuri', 'Ki Usturi', 'Kujaku', 'Shusui']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-031_600x_304a5663-f953-4429-989f-4f9cd916d491.jpg?v=1736543465,champkoi_data/b37f3f_A_16_(41cm)_Female_Shusui_[Maruhiro]_—_2025WINTER-031.jpg,"['A:', '16""', '(41cm)', 'Female', 'Shusui', '[Maruhiro]', '—', '2025WINTER-031']","['16""', '(41cm)', 'Female', 'Shusui', '[Maruhiro]', '2025WINTER-031']",41cm,"16""",Female,Maruhiro,"['Doisu Shiro Utsuri', 'Ki Usturi', 'Kujaku', 'Shusui']"
18b2e9,9690122486072,"A: 16"" (41cm) Female Ginrin Kohaku [Maruhiro]","A: 16"" (41cm) Female Ginrin Kohaku [Maruhiro] — 2025WINTER-032",600.0,True,https://www.champkoi.com/products/2025winter-032,Group_Koi,"['Doitsu Sanke', 'Doitsu Tancho Showa', 'Ginrin Kohaku', 'Ginrin Ochiba']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-032_600x_e989f5bc-3a44-4d78-9f5c-2bdb874344c3.jpg?v=1736543666,champkoi_data/18b2e9_A_16_(41cm)_Female_Ginrin_Kohaku_[Maruhiro]_—_2025WINTER-032.jpg,"['A:', '16""', '(41cm)', 'Female', 'Ginrin', 'Kohaku', '[Maruhiro]', '—', '2025WINTER-032']","['16""', '(41cm)', 'Female', 'Ginrin', 'Kohaku', '[Maruhiro]', '2025WINTER-032']",41cm,"16""",Female,Maruhiro,"['Doitsu Sanke', 'Doitsu Tancho Showa', 'Ginrin Kohaku', 'Ginrin Ochiba']"
34e9a0,9690125992248,"A: 17"" (43cm) Female Aka Matsuba [Otsuka]","A: 17"" (43cm) Female Aka Matsuba [Otsuka] — 2025WINTER-033",600.0,True,https://www.champkoi.com/products/2025winter-033,Group_Koi,"['Aka Matsuba', 'Ginrin Benigoi', 'Goshiki', 'Kin Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-033_600x_ec7bf399-cf1e-48d5-b7f0-33bb4828147a.jpg?v=1736543777,champkoi_data/34e9a0_A_17_(43cm)_Female_Aka_Matsuba_[Otsuka]_—_2025WINTER-033.jpg,"['A:', '17""', '(43cm)', 'Female', 'Aka', 'Matsuba', '[Otsuka]', '—', '2025WINTER-033']","['17""', '(43cm)', 'Female', 'Aka', 'Matsuba', '[Otsuka]', '2025WINTER-033']",43cm,"17""",Female,Otsuka,"['Aka Matsuba', 'Ginrin Benigoi', 'Goshiki', 'Kin Showa']"
1732e8,9690128482616,"A: 15"" (38cm) Male Doitsu Yamato [Otsuka]","A: 15"" (38cm) Male Doitsu Yamato [Otsuka] — 2025WINTER-034",600.0,True,https://www.champkoi.com/products/2025winter-034,Group_Koi,"['Doitsu Yamato', 'Ginrin Benigoi', 'Tancho Goshiki']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-034_600x_4c8ec1bb-6479-4d40-b364-db830551324a.jpg?v=1736543863,champkoi_data/1732e8_A_15_(38cm)_Male_Doitsu_Yamato_[Otsuka]_—_2025WINTER-034.jpg,"['A:', '15""', '(38cm)', 'Male', 'Doitsu', 'Yamato', '[Otsuka]', '—', '2025WINTER-034']","['15""', '(38cm)', 'Male', 'Doitsu', 'Yamato', '[Otsuka]', '2025WINTER-034']",38cm,"15""",Male,Otsuka,"['Doitsu Yamato', 'Ginrin Benigoi', 'Tancho Goshiki']"
e630ab,9690130514232,"A: 15"" (38cm) Female Golden Corn [Taniguchi]","A: 15"" (38cm) Female Golden Corn [Taniguchi] — 2025WINTER-035",600.0,False,https://www.champkoi.com/products/2025winter-035,Group_Koi,"['Golden Corn', 'Shiro Utsuri', 'Showa']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-035_600x_a7f92ff4-83f5-4bb8-89af-027a0bbf4213.jpg?v=1736543942,champkoi_data/e630ab_A_15_(38cm)_Female_Golden_Corn_[Taniguchi]_—_2025WINTER-035.jpg,"['A:', '15""', '(38cm)', 'Female', 'Golden', 'Corn', '[Taniguchi]', '—', '2025WINTER-035']","['15""', '(38cm)', 'Female', 'Golden', 'Corn', '[Taniguchi]', '2025WINTER-035']",38cm,"15""",Female,Taniguchi,"['Golden Corn', 'Shiro Utsuri', 'Showa']"
13ce8c,9690132152632,"A: 18"" (46cm) Male Beko [Maruhiro]","A: 18"" (46cm) Male Beko [Maruhiro] — 2025WINTER-036",600.0,True,https://www.champkoi.com/products/2025winter-036,Group_Koi,"['Beko', 'Ochiba']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-036_600x_883bed1c-90fe-48ca-94b2-f13166789cc4.jpg?v=1736544002,champkoi_data/13ce8c_A_18_(46cm)_Male_Beko_[Maruhiro]_—_2025WINTER-036.jpg,"['A:', '18""', '(46cm)', 'Male', 'Beko', '[Maruhiro]', '—', '2025WINTER-036']","['18""', '(46cm)', 'Male', 'Beko', '[Maruhiro]', '2025WINTER-036']",46cm,"18""",Male,Maruhiro,"['Beko', 'Ochiba']"
beb639,9818559480120,"A: 15"" (38cm) Ochiba [Ozumi]","A: 15"" (38cm) Ochiba [Ozumi] — 2025WINTER-046",600.0,True,https://www.champkoi.com/products/2025winter-046,Group_Koi,"['Dragon Scale', 'Ochiba']",https://cdn.shopify.com/s/files/1/0749/6132/2296/files/2025WINTER-046_600x_6cff64f1-0e6e-4912-b930-bbc20d6b27de.jpg?v=1741110960,champkoi_data/beb639_A_15_(38cm)_Ochiba_[Ozumi]_—_2025WINTER-046.jpg,"['A:', '15""', '(38cm)', 'Ochiba', '[Ozumi]', '—', '2025WINTER-046']","['15""', '(38cm)', 'Ochiba', '[Ozumi]', '2025WINTER-046']",38cm,"15""",,Ozumi,"['Dragon Scale', 'Ochiba']"
f2d44e,9868732924216,Default Title,Default Title — 25C-001 Kohaku,600.0,True,https://www.champkoi.com/products/25c-001-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-001_600x_5b78bffa-6517-4785-b79c-3c4c629f956f.jpg?v=1744417785,champkoi_data/f2d44e_Default_Title_—_25C-001_Kohaku.jpg,"['Default', 'Title', '—', '25C-001', 'Kohaku']","['25C-001', 'Kohaku']",,,,,['Kohaku']
539603,9868733088056,Default Title,Default Title — 25C-002 Kohaku,600.0,True,https://www.champkoi.com/products/25c-002-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-002_600x_a73382f9-376b-4ce7-bc27-7a6f04255677.jpg?v=1744417804,champkoi_data/539603_Default_Title_—_25C-002_Kohaku.jpg,"['Default', 'Title', '—', '25C-002', 'Kohaku']","['25C-002', 'Kohaku']",,,,,['Kohaku']
2126f3,9868733448504,Default Title,Default Title — 25C-003 Kohaku,600.0,True,https://www.champkoi.com/products/25c-003-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-003_600x_9cdc3533-41e3-49eb-9459-5852bf7053dc.jpg?v=1744417825,champkoi_data/2126f3_Default_Title_—_25C-003_Kohaku.jpg,"['Default', 'Title', '—', '25C-003', 'Kohaku']","['25C-003', 'Kohaku']",,,,,['Kohaku']
5c0dc1,9868733645112,Default Title,Default Title — 25C-004 Kohaku,600.0,True,https://www.champkoi.com/products/25c-004-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-004_600x_fa84a240-b812-4f80-8e16-c8343945e01a.jpg?v=1744417920,champkoi_data/5c0dc1_Default_Title_—_25C-004_Kohaku.jpg,"['Default', 'Title', '—', '25C-004', 'Kohaku']","['25C-004', 'Kohaku']",,,,,['Kohaku']
b2c648,9868733743416,Default Title,Default Title — 25C-005 Kohaku,600.0,True,https://www.champkoi.com/products/25c-005-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-005_600x_bc11853d-0ec2-407b-a191-c8d9a9b1ae4c.jpg?v=1744417939,champkoi_data/b2c648_Default_Title_—_25C-005_Kohaku.jpg,"['Default', 'Title', '—', '25C-005', 'Kohaku']","['25C-005', 'Kohaku']",,,,,['Kohaku']
aa355a,9868733874488,Default Title,Default Title — 25C-006 Kohaku,600.0,True,https://www.champkoi.com/products/25c-006-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-006_600x_70f915c4-5624-47fc-8a93-bad1084e4e0d.jpg?v=1744417960,champkoi_data/aa355a_Default_Title_—_25C-006_Kohaku.jpg,"['Default', 'Title', '—', '25C-006', 'Kohaku']","['25C-006', 'Kohaku']",,,,,['Kohaku']
29fd2c,9868734038328,Default Title,Default Title — 25C-007 Kohaku,600.0,True,https://www.champkoi.com/products/25c-007-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-007_600x_cc58ba91-cdfb-4b22-82aa-c01ba1f2621c.jpg?v=1744417987,champkoi_data/29fd2c_Default_Title_—_25C-007_Kohaku.jpg,"['Default', 'Title', '—', '25C-007', 'Kohaku']","['25C-007', 'Kohaku']",,,,,['Kohaku']
44b55d,9868734202168,Default Title,Default Title — 25C-008 Kohaku,600.0,True,https://www.champkoi.com/products/25c-008-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-008_600x_e8bc662c-1c56-4721-9457-55892770a790.jpg?v=1744418006,champkoi_data/44b55d_Default_Title_—_25C-008_Kohaku.jpg,"['Default', 'Title', '—', '25C-008', 'Kohaku']","['25C-008', 'Kohaku']",,,,,['Kohaku']
f82f28,9868734300472,Default Title,Default Title — 25C-009 Kohaku,600.0,True,https://www.champkoi.com/products/25c-009-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-009_600x_2dca6147-71be-45e3-93af-83fcba71aabe.jpg?v=1744418024,champkoi_data/f82f28_Default_Title_—_25C-009_Kohaku.jpg,"['Default', 'Title', '—', '25C-009', 'Kohaku']","['25C-009', 'Kohaku']",,,,,['Kohaku']
bea741,9868734431544,Default Title,Default Title — 25C-010 Kohaku,600.0,True,https://www.champkoi.com/products/25c-010-kohaku,Single_Koi,['Kohaku'],https://cdn.shopify.com/s/files/1/0749/6132/2296/files/25C-010_600x_05a4f653-550d-4f35-87a0-10c743cd4931.jpg?v=1744418045,champkoi_data/bea741_Default_Title_—_25C-010_Kohaku.jpg,"['Default', 'Title', '—', '25C-010', 'Kohaku']","['25C-010', 'Kohaku']",,,,,['Kohaku']
