uuid,link,title,price,sku,details,image,image_url,breeder,length_inches,tags
687f8d,https://www.grandkoi.com/product/ginrin-hi-utsuri-4/,Ginrin Hi Utsuri,"$7,999.00",6650,"['Breeder: Marusei', 'Inches: 29']",grandkoi_data/687f8d_Ginrin Hi Utsuri.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-5-April-19th-2021-300x450.jpeg,Marusei,29.0,"['Ginrin', 'Hi', 'Utsuri']"
01b0ce,https://www.grandkoi.com/product/ginrin-hi-utsuri-6648/,Ginrin Hi Utsuri,"$7,999.00",6648,"['Breeder: Marusei', 'Inches: 30']",grandkoi_data/01b0ce_Ginrin Hi Utsuri.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-9-April-19th-2021-300x450.jpeg,Marusei,30.0,"['Ginrin', 'Hi', 'Utsuri']"
89b3f4,https://www.grandkoi.com/product/ginrin-shiro-utsuri-2/,Ginrin Shiro Utsuri,"$7,999.00",6647,"['Breeder: Omosako', 'Inches: 28.6']",grandkoi_data/89b3f4_Ginrin Shiro Utsuri.png,https://www.grandkoi.com/wp-content/uploads/2021/04/6647-2-300x450.png,Omosako,28.0,"['Ginrin', 'Shiro', 'Utsuri']"
2dcd4d,https://www.grandkoi.com/product/ginrin-hi-utsuri-2/,Ginrin Hi Utsuri,"$7,999.00",6646,"['Breeder: Marusei', 'Inches: 31']",grandkoi_data/2dcd4d_Ginrin Hi Utsuri.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-6-April-19th-2021-300x450.jpeg,Marusei,31.0,"['Ginrin', 'Hi', 'Utsuri']"
5cc48c,https://www.grandkoi.com/product/ginrin-shiro-utsuri/,Ginrin Shiro Utsuri,"$7,999.00",6645,"['Breeder: Omosako', 'Inches: 31']",grandkoi_data/5cc48c_Ginrin Shiro Utsuri.png,https://www.grandkoi.com/wp-content/uploads/2021/04/6645-2-300x450.png,Omosako,31.0,"['Ginrin', 'Shiro', 'Utsuri']"
4d304e,https://www.grandkoi.com/product/ginrin-hi-utsuri/,Ginrin Hi Utsuri- SOLD,,6644,"['Breeder: Marusei', 'Inches: 31']",grandkoi_data/4d304e_Ginrin Hi Utsuri- SOLD.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-3-April-19th-2021-300x450.jpeg,Marusei,31.0,"['Ginrin', 'Hi', 'Utsuri']"
018ef5,https://www.grandkoi.com/product/doitsu-karashigoi-6/,Doitsu Karashigoi,"$4,499.00",6643,"['Breeder: Marusei', 'Inches: 26']",grandkoi_data/018ef5_Doitsu Karashigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-26-April-19-2021-300x450.jpeg,Marusei,26.0,"['Doitsu', 'Karashigoi']"
3ddb61,https://www.grandkoi.com/product/doitsu-kigoi-5/,Doitsu Karashigoi,"$4,999.00",6642,"['Breeder: Marusei', 'Inches: 28']",grandkoi_data/3ddb61_Doitsu Karashigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-23-April-19-2021-300x450.jpeg,Marusei,28.0,"['Doitsu', 'Karashigoi']"
ff52f4,https://www.grandkoi.com/product/mizuho-ogan-3/,Mizuho Ogan,"$3,999.00",6637,"['Breeder: Marusei', 'Inches: 27']",grandkoi_data/ff52f4_Mizuho Ogan.png,https://www.grandkoi.com/wp-content/uploads/2021/04/6637-2-300x450.png,Marusei,27.0,"['Mizuho', 'Ogan']"
68e13a,https://www.grandkoi.com/product/gin-rin-kigoi-7/,Doitsu Kigoi,"$4,499.00",6636,"['Breeder: Marusei', 'Inches: 25.6']",grandkoi_data/68e13a_Doitsu Kigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-24-April-19-2021-1-300x450.jpeg,Marusei,25.0,"['Doitsu', 'Kigoi']"
6f904d,https://www.grandkoi.com/product/doitsu-kigoi-4/,Doitsu Kigoi,"$4,499.00",6640,"['Breeder: Marusei', 'Inches: 27']",grandkoi_data/6f904d_Doitsu Kigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-27-April-19-2021-300x450.jpeg,Marusei,27.0,"['Doitsu', 'Kigoi']"
7ff627,https://www.grandkoi.com/product/gin-rin-kigoi-5/,Gin Rin Kigoi,"$5,499.00",6634,"['Breeder: Marusei', 'Inches: 25.6']",grandkoi_data/7ff627_Gin Rin Kigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-18-April-19th-2021-300x450.jpeg,Marusei,25.0,"['Gin', 'Rin', 'Kigoi']"
b07249,https://www.grandkoi.com/product/gin-rin-karashigoi-4-2/,Gin Rin Karashigoi,"$5,999.00",6632,"['Breeder: Marusei', 'Inches: 26']",grandkoi_data/b07249_Gin Rin Karashigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-20-April-19th-2021-300x450.jpeg,Marusei,26.0,"['Gin', 'Rin', 'Karashigoi']"
d7f7bf,https://www.grandkoi.com/product/mizuho-ogan/,Mizuho Ogan,"$3,999.00",6631,"['Breeder: Marusei', 'Inches: 27.6']",grandkoi_data/d7f7bf_Mizuho Ogan.png,https://www.grandkoi.com/wp-content/uploads/2021/04/6631-1-300x450.png,Marusei,27.0,"['Mizuho', 'Ogan']"
10f25e,https://www.grandkoi.com/product/gin-rin-karashigoi-3-2/,Gin Rin Karashigoi,"$5,999.00",6630,"['Breeder: Marusei', 'Inches: 27']",grandkoi_data/10f25e_Gin Rin Karashigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-21-April-19th-2021-300x450.jpeg,Marusei,27.0,"['Gin', 'Rin', 'Karashigoi']"
13e185,https://www.grandkoi.com/product/kigoi-011/,Gin Rin Kigoi,"$5,449.00",6626,"['Breeder: Marusei', 'Inches: 27']",grandkoi_data/13e185_Gin Rin Kigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-19-April-19th-2021-300x450.jpeg,Marusei,27.0,"['Gin', 'Rin', 'Kigoi']"
42349f,https://www.grandkoi.com/product/gin-rin-benigoi-29/,Gin Rin Benigoi,"$14,999.00",6621,"['Breeder: Marusei', 'Inches: 33']",grandkoi_data/42349f_Gin Rin Benigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-15-April-19th-2021-300x450.jpeg,Marusei,33.0,"['Gin', 'Rin', 'Benigoi']"
ba9263,https://www.grandkoi.com/product/gin-rin-benigoi-27/,Gin Rin Benigoi,"$7,999.00",6617,"['Breeder: Marusei', 'Inches: 29']",grandkoi_data/ba9263_Gin Rin Benigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-14-April-19th-2021-300x450.jpeg,Marusei,29.0,"['Gin', 'Rin', 'Benigoi']"
5e144c,https://www.grandkoi.com/product/gin-rin-benigoi-26/,Gin Rin Benigoi,"$6,999.00",6615,"['Breeder: Marusei', 'Inches: 28']",grandkoi_data/5e144c_Gin Rin Benigoi.jpeg,https://www.grandkoi.com/wp-content/uploads/2021/04/QT4-17-April-19th-2021-300x450.jpeg,Marusei,28.0,"['Gin', 'Rin', 'Benigoi']"
0fc132,https://www.grandkoi.com/product/gin-rin-benigoi-25/,Gin Rin Benigoi,"$6,999.00",6613,"['Breeder: Marusei', 'Inches: 28']",grandkoi_data/0fc132_Gin Rin Benigoi.png,https://www.grandkoi.com/wp-content/uploads/2021/04/6613-1-300x450.png,Marusei,28.0,"['Gin', 'Rin', 'Benigoi']"
f1b874,https://www.grandkoi.com/product/kujaku-49/,Kujaku,"$6,999.00",6609,"['Breeder: Momotaro', 'Inches: 26']",grandkoi_data/f1b874_Kujaku.png,https://www.grandkoi.com/wp-content/uploads/2021/03/6609-Kujaku-24-3-300x450.png,Momotaro,26.0,['Kujaku']
5887fb,https://www.grandkoi.com/product/doitsu-kigoi/,Doitsu Kigoi,"$15,999.00",6600,"['Breeder: Momotaro', 'Inches: 30']",grandkoi_data/5887fb_Doitsu Kigoi.png,https://www.grandkoi.com/wp-content/uploads/2021/03/6600-Doitsu-Kigoi-30-2-300x450.png,Momotaro,30.0,"['Doitsu', 'Kigoi']"
170b52,https://www.grandkoi.com/product/maruten-showa-4/,Maruten Showa,"$15,999.00",6592,"['Breeder: Momotaro', 'Inches: 30']",grandkoi_data/170b52_Maruten Showa.png,https://www.grandkoi.com/wp-content/uploads/2021/03/6592-Showa-Momotaro-2-300x450.png,Momotaro,30.0,"['Maruten', 'Showa']"
439f8d,https://www.grandkoi.com/product/maruten-kohaku-24/,Maruten Kohaku,"$16,999.00",6582,"['Breeder: Miyatora', 'Inches: 30']",grandkoi_data/439f8d_Maruten Kohaku.png,https://www.grandkoi.com/wp-content/uploads/2021/03/6582-Kohaku-Miyatora-29-2-300x450.png,Miyatora,30.0,"['Maruten', 'Kohaku']"
d86dd4,https://www.grandkoi.com/product/kujaku-48-2/,Maruten Kujaku,"$11,999.00",6581,"['Breeder: Miyatora', 'Inches: 32']",grandkoi_data/d86dd4_Maruten Kujaku.png,https://www.grandkoi.com/wp-content/uploads/2021/03/6581-Kujaku-Miyatora-32-2-300x450.png,Miyatora,32.0,"['Maruten', 'Kujaku']"
d7a183,https://www.grandkoi.com/product/goromo-29/,Goromo,"$4,999.00",6570,"['Breeder: Sakazume', 'Inches: 26']",grandkoi_data/d7a183_Goromo.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6570-1-300x450.png,Sakazume,26.0,['Goromo']
228c69,https://www.grandkoi.com/product/kohaku-248/,Kohaku,"$10,999.00",6560,"['Breeder: Momotaro', 'Inches: 26']",grandkoi_data/228c69_Kohaku.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6560-1-300x450.png,Momotaro,26.0,['Kohaku']
91f4ba,https://www.grandkoi.com/product/showa-106-2/,Showa,"$11,999.00",6556,"['Breeder: Momotaro', 'Inches: 28']",grandkoi_data/91f4ba_Showa.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6556-1-300x450.png,Momotaro,28.0,['Showa']
91bffe,https://www.grandkoi.com/product/gin-rin-karashigoi-11/,Gin Rin Karashigoi,"$5,999.00",6544,"['Breeder: Marudo', 'Inches: 28']",grandkoi_data/91bffe_Gin Rin Karashigoi.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6544-1.png,Marudo,28.0,"['Gin', 'Rin', 'Karashigoi']"
334d27,https://www.grandkoi.com/product/gin-rin-kohaku-89/,Gin Rin Kohaku,"$6,999.00",6533,"['Breeder: Hiroi', 'Inches: 26']",grandkoi_data/334d27_Gin Rin Kohaku.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6533-1.png,Hiroi,26.0,"['Gin', 'Rin', 'Kohaku']"
c612c3,https://www.grandkoi.com/product/tancho-sanke-71/,Tancho Sanke,"$4,999.00",6531,"['Breeder: Isa', 'Inches: 24']",grandkoi_data/c612c3_Tancho Sanke.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6531-1.png,Isa,24.0,"['Tancho', 'Sanke']"
22bb9a,https://www.grandkoi.com/product/kohaku-247/,Kohaku,"$10,999.00",6527,"['Breeder: Dainichi', 'Inches: 27']",grandkoi_data/22bb9a_Kohaku.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6527-1.png,Dainichi,27.0,['Kohaku']
107a90,https://www.grandkoi.com/product/maruten-kohaku-20/,Maruten Kohaku,"$9,999.00",6526,"['Breeder: Dainichi', 'Inches: 27']",grandkoi_data/107a90_Maruten Kohaku.png,https://www.grandkoi.com/wp-content/uploads/2020/11/6526-1.png,Dainichi,27.0,"['Maruten', 'Kohaku']"
e9b852,https://www.grandkoi.com/product/kohaku-245/,Kohaku- SOLD,,6522,"['Breeder: Momotaro', 'Inches: 25']",grandkoi_data/e9b852_Kohaku- SOLD.png,https://www.grandkoi.com/wp-content/uploads/2020/10/6522-Kohaku-Others-57CM-1-300x450.png,Momotaro,25.0,['Kohaku']
a0bfd8,https://www.grandkoi.com/product/kohaku-242/,Kohaku,"$3,999.00",6516,"['Breeder: Momotaro', 'Inches: 22']",grandkoi_data/a0bfd8_Kohaku.png,https://www.grandkoi.com/wp-content/uploads/2020/10/6516-Kohaku-Others-55CM-1-300x450.png,Momotaro,22.0,['Kohaku']
26119b,https://www.grandkoi.com/product/kohaku-235/,Kohaku,"$3,999.00",6508,"['Breeder: Momotaro', 'Inches: 27']",grandkoi_data/26119b_Kohaku.png,https://www.grandkoi.com/wp-content/uploads/2020/10/6508-Kohaku-Others-69CM-1-300x450.png,Momotaro,27.0,['Kohaku']
b1bce9,https://www.grandkoi.com/product/6470/,Kawarimono,"$4,999.00",6470,"['Breeder: Izumiya', 'Inches: 24.5']",grandkoi_data/b1bce9_Kawarimono.png,https://www.grandkoi.com/wp-content/uploads/2020/03/IMG-20200131-WA0033-2-300x450.png,Izumiya,24.0,['Kawarimono']
c408aa,https://www.grandkoi.com/product/gin-rin-ki-hariwake/,Gin Rin Hariwake,"$2,499.00",6440,"['Breeder: Miyatora', 'Inches: 21']",grandkoi_data/c408aa_Gin Rin Hariwake.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS-_-GINRIN-KI-HARIWAKE-21-INCHES-300x450.png,Miyatora,21.0,"['Gin', 'Rin', 'Hariwake']"
8c8e20,https://www.grandkoi.com/product/gin-rin-showa-169/,Gin Rin Showa,"$5,999.00",6434,"['Breeder: Hiroi', 'Inches: 25.6']",grandkoi_data/8c8e20_Gin Rin Showa.png,https://www.grandkoi.com/wp-content/uploads/2020/02/6434-300x450.png,Hiroi,25.0,"['Gin', 'Rin', 'Showa']"
35b063,https://www.grandkoi.com/product/doitsu-gin-7/,Doitsu Gin,"$7,999.00",6422,"['Breeder: Marudo', 'Inches: 29']",grandkoi_data/35b063_Doitsu Gin.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS_-DOITSU-GINRIN-CHAGOI-26-INCHES_-MARUDO-300x450.png,Marudo,29.0,"['Doitsu', 'Gin']"
c68630,https://www.grandkoi.com/product/kujaku-43/,Kujaku,$999.00,6412,"['Breeder: Miyatora', 'Inches: 18']",grandkoi_data/c68630_Kujaku.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS-_-KUJAKU-18-INCHES-_-MIYATORA1-300x450.png,Miyatora,18.0,['Kujaku']
2c3337,https://www.grandkoi.com/product/kujaku-41/,Kujaku,$799.00,6410,"['Breeder: Miyatora', 'Inches: 17']",grandkoi_data/2c3337_Kujaku.png,https://www.grandkoi.com/wp-content/uploads/2020/02/6410-300x450.png,Miyatora,17.0,['Kujaku']
1c5ab3,https://www.grandkoi.com/product/beni-kikokuryu-7/,Beni Kikokuryu,"$4,999.00",6408,"['Breeder: Miyatora', 'Inches: 24']",grandkoi_data/1c5ab3_Beni Kikokuryu.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS-_-KIKOKURYU-23-INCHES-_MIYATORA-300x450.png,Miyatora,24.0,"['Beni', 'Kikokuryu']"
0d122e,https://www.grandkoi.com/product/showa-280/,Showa- High Quality,"$10,999.00",6387,"['Breeder: Miyatora', 'Inches: 27']",grandkoi_data/0d122e_Showa- High Quality.png,https://www.grandkoi.com/wp-content/uploads/2020/02/SHOWA_-SHOWA-26.5-INCHES_-MIYATORA-300x450.png,Miyatora,27.0,['Showa']
007f45,https://www.grandkoi.com/product/gin-rin-showa-166/,Gin Rin Showa- High Quality,"$6,999.00",6383,"['Breeder: Shinoda', 'Inches: 26']",grandkoi_data/007f45_Gin Rin Showa- High Quality.png,https://www.grandkoi.com/wp-content/uploads/2020/02/SHOWA_-GINRIN-SHOWA-22-INCHES_-MIYATORA-300x450.png,Shinoda,26.0,"['Gin', 'Rin', 'Showa']"
4f4db7,https://www.grandkoi.com/product/gin-rin-sanke-11/,Gin Rin Sanke High Quality,"$5,999.00",6380,"['Breeder: Hiroi', 'Inches: 27.55']",grandkoi_data/4f4db7_Gin Rin Sanke High Quality.png,https://www.grandkoi.com/wp-content/uploads/2020/02/SANKE_-GINRIN-SANKE-56-CM_-HIROI-_-FEM-300x450.png,Hiroi,27.0,"['Gin', 'Rin', 'Sanke']"
62223d,https://www.grandkoi.com/product/goromo-26/,Goromo- High Quality,"$5,999.00",6372,"['Breeder: Sakazume', 'Inches: 25']",grandkoi_data/62223d_Goromo- High Quality.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS_-GOROMO-56-CM-_-KONAKO_-FEM-300x450.png,Sakazume,25.0,['Goromo']
33863b,https://www.grandkoi.com/product/kumonryu-4/,Beni Kumonryu,"$1,899.00",6365,"['Breeder: Ikarashi', 'Inches: 16.9, 18']",grandkoi_data/33863b_Beni Kumonryu.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS-_-KUMONRYU-43-CM_-IKARASHI_-FEM-300x450.png,Ikarashi,16.0,"['Beni', 'Kumonryu']"
34a45e,https://www.grandkoi.com/product/kumonryu-2/,Beni Kumonryu,"$1,999.00",6363,"['Breeder: Ikarashi', 'Inches: 18']",grandkoi_data/34a45e_Beni Kumonryu.png,https://www.grandkoi.com/wp-content/uploads/2020/02/OTHERS-_-KUMONRYU-16-INCHES_-IKARASHI_-FEM-300x450.png,Ikarashi,18.0,"['Beni', 'Kumonryu']"
30af6d,https://www.grandkoi.com/product/doitsu-kohaku-136/,Doitsu Kohaku- High Quality,"$4,499.00",6357,"['Breeder: Miyatora', 'Inches: 24']",grandkoi_data/30af6d_Doitsu Kohaku- High Quality.png,https://www.grandkoi.com/wp-content/uploads/2020/02/KOHAKU_-DOITSU-KOHAKU-24-INCHES_-MIYATORA-300x450.png,Miyatora,24.0,"['Doitsu', 'Kohaku']"
ac7d29,https://www.grandkoi.com/product/kujaku-38/,Kujaku,"$9,999.00",6312,"['Breeder: Marusei', 'Inches: 29.1']",grandkoi_data/ac7d29_Kujaku.png,https://www.grandkoi.com/wp-content/uploads/2019/07/Other-Kujaku-74cm-6312-1-300x450.png,Marusei,29.0,['Kujaku']
44e8ea,https://www.grandkoi.com/product/gin-rin-hi-hutsuri/,Gin Rin Hi Hutsuri,"$8,999.00",6309,"['Breeder: Marusei', 'Inches: 29']",grandkoi_data/44e8ea_Gin Rin Hi Hutsuri.png,https://www.grandkoi.com/wp-content/uploads/2019/07/Other-Hi-Utsuri-Gin-Rin-Hi-Hutsuri-60cm-6309-1-300x450.png,Marusei,29.0,"['Gin', 'Rin', 'Hi', 'Hutsuri']"
5e4547,https://www.grandkoi.com/product/gin-rin-benigoi-18/,Gin Rin Benigoi,"$4,999.00",6308,"['Breeder: Marusei', 'Inches: 25']",grandkoi_data/5e4547_Gin Rin Benigoi.png,https://www.grandkoi.com/wp-content/uploads/2019/07/Other-Benigoi-Gin-Rin-Benigoi-60cm-6308-300x450.png,Marusei,25.0,"['Gin', 'Rin', 'Benigoi']"
3f3f85,https://www.grandkoi.com/product/gin-rin-benigoi-17/,Gin Rin Benigoi,"$4,999.00",6307,"['Breeder: Marusei', 'Inches: 26.5']",grandkoi_data/3f3f85_Gin Rin Benigoi.png,https://www.grandkoi.com/wp-content/uploads/2019/07/Other-Benigoi-Gin-Rin-Benigoi-65cm-6307-300x450.png,Marusei,26.0,"['Gin', 'Rin', 'Benigoi']"
53aa6d,https://www.grandkoi.com/product/gin-rin-hi-utsuri-21/,Gin Rin Hi Utsuri,"$4,999.00",6348,"['Breeder: Maruhiro', 'Inches: 25.6']",grandkoi_data/53aa6d_Gin Rin Hi Utsuri.png,https://www.grandkoi.com/wp-content/uploads/2019/07/Gin-Rin-Hi-Utsuri-300x450.png,Maruhiro,25.0,"['Gin', 'Rin', 'Hi', 'Utsuri']"
fce98e,https://www.grandkoi.com/product/beni-kikokuryu-5/,Beni Kikokuryu,"$4,499.00",6346,"['Breeder: Miyatora', 'Inches: 24.5']",grandkoi_data/fce98e_Beni Kikokuryu.png,https://www.grandkoi.com/wp-content/uploads/2019/07/Kikokuryu-300x450.png,Miyatora,24.0,"['Beni', 'Kikokuryu']"
4836eb,https://www.grandkoi.com/product/nijikawa-sinking-7mm-44-lbs/,Nijikawa Professional 7MM  Pellet-44 lbs,$300.00,B1004,"['Breeder: Marudo', 'Inches: 25.5']",grandkoi_data/4836eb_Nijikawa Professional 7MM  Pellet-44 lbs.png,https://www.grandkoi.com/wp-content/uploads/woocommerce-placeholder-300x300.png,Marudo,25.0,"['Nijikawa', 'Professional', '7MM', 'Pellet-44', 'lbs']"
f3d94b,https://www.grandkoi.com/product/nijikawa-color-genesis-sinking-5-mm-44-lbs/,Nijikawa Color Genesis- Sinking 5MM pellet-44 lbs,$250.00,B1005,"['Breeder:', 'Inches:']",grandkoi_data/f3d94b_Nijikawa Color Genesis- Sinking 5MM pellet-44 lbs.png,https://www.grandkoi.com/wp-content/uploads/woocommerce-placeholder-300x300.png,,,"['Nijikawa', 'Color', 'Genesis', 'Sinking', '5MM', 'pellet-44', 'lbs']"
9773ab,https://www.grandkoi.com/product/gin-rin-showa-139/,Gin Rin Showa,"$2,599.00",6151,"['Breeder: Shinoda', 'Inches: 22.5']",grandkoi_data/9773ab_Gin Rin Showa.png,https://www.grandkoi.com/wp-content/uploads/2019/02/Ginrin-Showa-43-CM-Shinoda3-6151-1-300x450.png,Shinoda,22.0,"['Gin', 'Rin', 'Showa']"
ce8cb2,https://www.grandkoi.com/product/gin-rin-aigoromo/,Gin Rin Aigoromo- High Quality,"$4,449.00",6053,"['Breeder: Koda', 'Inches: 30']",grandkoi_data/ce8cb2_Gin Rin Aigoromo- High Quality.png,https://www.grandkoi.com/wp-content/uploads/2019/02/Ginrin-Aigoromo-60-CM-Female-Koda-6053-1-300x450.png,Koda,30.0,"['Gin', 'Rin', 'Aigoromo']"
2a444d,https://www.grandkoi.com/product/gin-rin-goshiki-10/,Gin Rin Goshiki- High Quality,"$3,999.00",6052,"['Breeder: Hiroi', 'Inches: 25']",grandkoi_data/2a444d_Gin Rin Goshiki- High Quality.png,https://www.grandkoi.com/wp-content/uploads/2019/02/Ginrin-Goshiki-58-CM-Female-Hiroi-6052-1-300x450.png,Hiroi,25.0,"['Gin', 'Rin', 'Goshiki']"
6d337b,https://www.grandkoi.com/product/gin-rin-goshiki-9/,Gin Rin Goshiki- High Quality,"$4,449.00",6049,"['Breeder: Hiroi', 'Inches: 22.4']",grandkoi_data/6d337b_Gin Rin Goshiki- High Quality.png,https://www.grandkoi.com/wp-content/uploads/2019/02/Ginrin-Goshiki-57-CM-Female-Hiroi-6049-1-300x450.png,Hiroi,22.0,"['Gin', 'Rin', 'Goshiki']"
7f1f60,https://www.grandkoi.com/product/goshiki-47/,Goshiki High Quality,"$4,500.00",6038,"['Breeder: Hiroi', 'Inches: 25']",grandkoi_data/7f1f60_Goshiki High Quality.png,https://www.grandkoi.com/wp-content/uploads/2019/02/Goshiki-55CM-Female-Hiroi-1-300x450.png,Hiroi,25.0,['Goshiki']
9d9f8e,https://www.grandkoi.com/product/gin-rin-sanke-8/,Gin Rin Sanke High Quality,"$4,500.00",6029,"['Breeder: Hiroi', 'Inches: 23']",grandkoi_data/9d9f8e_Gin Rin Sanke High Quality.png,https://www.grandkoi.com/wp-content/uploads/2019/02/Ginrin-Sanke-50-CM-Female-Hiroi-1-300x450.png,Hiroi,23.0,"['Gin', 'Rin', 'Sanke']"
c962ee,https://www.grandkoi.com/product/gin-rin-sanke-7/,Gin Rin Sanke High Quality,"$4,500.00",6028,"['Breeder: Hiroi', 'Inches: 26']",grandkoi_data/c962ee_Gin Rin Sanke High Quality.png,https://www.grandkoi.com/wp-content/uploads/2019/02/Ginrin-Sanke-62-CM-Female-Hiroi-1-300x450.png,Hiroi,26.0,"['Gin', 'Rin', 'Sanke']"
1f8f92,https://www.grandkoi.com/product/showa-271/,Showa High Quality,"$3,500.00",6013,"['Breeder: Hiroi', 'Inches: 23']",grandkoi_data/1f8f92_Showa High Quality.png,https://www.grandkoi.com/wp-content/uploads/2019/02/55cm-female-hiroi-showa-0590-1-300x450.png,Hiroi,23.0,['Showa']
